,Differenzdrucksensor_37,Differenzdrucksensor_37,Motionsensor/Reedsensor_72,Motionsensor/Reedsensor_72,SFA30_93,SFA30_93,SFA30_93,Gyroskop_104,Gyroskop_104,Gyroskop_105,Gyroskop_105,Sen66_107,Sen66_107,Sen66_107,Sen66_107,Sen66_107,Sen66_107,Sen66_107,Sen66_107,Sen66_107
,DifferentialPressure,Temp,Motion,DoorOpen,Hcho,Rm,Temp,TiltAngle,OpenAngle,TiltAngle,OpenAngle,PM1p0,PM2p5,PM4p0,PM10p0,Rh,temp,voc,nox,co2
Time,Pa,C,Bool,Bool,ppb,%,C,angle degree,angle degree,angle degree,angle degree,mass concentration ppm,mass concentration ppm,mass concentration ppm,mass concentration ppm,%,C,0-500,0-100,ppm
2025-07-31T11:32:32.781999,3.1702628693798927,23.691948426358497,False,False,20.8,52.51,22.7,,-4.310876281688841,,-0.03481465157440021,6553.5,6553.5,6553.5,6553.5,44.51,25.07,0.0,3276.7,65535.0
2025-07-31T11:32:33.308311,3.470905172413793,23.69425287356322,True,False,20.2,52.54,22.68,,-6.258254000584331,,-0.0953975623524826,6553.5,6553.5,6553.5,6553.5,44.51,25.07,0.0,3276.7,65535.0
2025-07-31T11:32:34.122170,3.338559941520468,23.693333333333335,True,False,20.2,52.54,22.69,,-6.203676444927958,,-0.10550174952946244,6553.5,6553.5,6553.5,6553.5,44.51,25.07,0.0,3276.7,65535.0
2025-07-31T11:32:35.078556,3.2073009950248754,23.692149253731344,False,False,20.2,52.54,22.7,,-6.082720268808599,,-0.1301717176269939,0.0,0.0,0.0,0.0,44.51,25.07,0.0,3276.7,65535.0
2025-07-31T11:32:36.076143,3.341474543707973,23.690129682997117,False,False,20.4,52.54,22.73,,-6.084286877006961,,-0.1301717176269939,0.0,0.0,0.0,0.0,44.51,25.07,0.0,3276.7,65535.0
2025-07-31T11:32:37.074387,3.1549927113702623,23.6934693877551,False,False,20.4,52.54,22.71,,-6.174337550514365,,-0.1301717176269939,0.0,0.0,0.0,0.0,44.51,25.07,0.0,3276.7,65535.0
2025-07-31T11:32:38.075514,3.1956671415004747,23.68957264957265,False,False,20.4,52.54,22.68,,-6.24072929470752,,-0.1301717176269939,15.3,17.4,18.8,19.4,44.51,25.07,0.0,3276.7,482.0
2025-07-31T11:32:39.075856,3.160912129894938,23.69083094555874,True,False,20.2,52.52,22.7,,-6.205215221971604,,-0.1301717176269939,17.3,19.8,21.3,22.0,44.51,25.07,0.0,3276.7,482.0
2025-07-31T11:32:40.134771,3.3225589225589225,23.6910101010101,True,False,20.0,52.53,22.71,,-6.206268838740799,,-0.24612437496582232,18.9,21.6,23.3,24.0,44.51,25.07,0.0,0.0,482.0
2025-07-31T11:32:41.084279,3.154787234042553,23.689863221884497,True,False,20.2,52.54,22.71,,-6.473846194312931,,-0.2651276397657758,20.6,23.5,25.3,26.1,44.51,25.07,0.0,0.0,482.0
2025-07-31T11:32:42.081679,3.046623563218391,23.69058908045977,False,False,20.2,52.54,22.72,,-6.525041585042943,,-0.2651276397657758,27.3,31.2,33.6,34.7,44.5,25.07,0.0,0.0,482.0
2025-07-31T11:32:43.088531,3.177424463937622,23.693523391812864,False,False,20.2,52.53,22.71,,-6.6159672935201765,,-0.2651276397657758,30.3,34.6,37.2,38.4,44.5,25.07,0.0,0.0,488.0
2025-07-31T11:32:44.083667,3.3242149758454107,23.688608695652174,False,False,20.2,52.52,22.7,,-6.617123467919783,,-0.2651276397657758,32.3,37.0,39.7,41.0,44.5,25.07,0.0,0.0,495.0
2025-07-31T11:32:45.085029,3.146836198662846,23.69022922636103,False,False,20.0,52.53,22.7,,-6.6714636647013155,,-0.2651276397657758,33.7,38.5,41.4,42.7,44.5,25.07,0.0,0.0,501.0
2025-07-31T11:32:46.147794,3.275807823129252,23.68954081632653,False,False,20.0,52.53,22.7,,-6.873357979136251,,-0.11689455444456572,34.4,39.3,42.3,43.7,44.5,25.07,0.0,0.0,508.0
2025-07-31T11:32:47.085254,3.0811197916666666,23.691265625,False,False,20.0,52.53,22.7,,-7.013988574061488,,-0.09464473571449739,38.2,43.7,47.0,48.5,44.5,25.07,0.0,0.0,515.0
2025-07-31T11:32:48.086485,2.972319688109162,23.69301169590643,False,False,20.0,52.54,22.71,,-6.981630252287391,,-0.09464473571449739,39.0,44.5,47.9,49.5,44.5,25.07,0.0,0.0,505.0
2025-07-31T11:32:49.086726,3.0526603498542273,23.69354227405248,False,False,20.0,52.53,22.7,,-6.961101832182049,,-0.09464473571449739,40.0,45.7,49.1,50.8,44.5,25.06,0.0,0.0,495.0
2025-07-31T11:32:50.093856,3.0182850241545895,23.69086956521739,False,False,20.0,52.54,22.71,,-6.913357173484882,,-0.09464473571449739,40.3,46.0,49.5,51.1,44.5,25.06,0.0,0.0,486.0
2025-07-31T11:32:51.092653,3.130049019607843,23.68591176470588,False,False,20.0,52.53,22.7,,-6.806591268642728,,-0.09656995517737056,40.1,45.9,49.3,50.9,44.5,25.05,0.0,0.0,476.0
2025-07-31T11:32:52.160140,3.015130471380471,23.689368686868686,False,False,20.2,52.53,22.71,,-6.97047291568781,,-0.1667360835479415,42.9,49.1,52.7,54.5,44.5,25.05,0.0,0.0,472.0
2025-07-31T11:32:53.093638,3.2764367816091955,23.687648902821316,False,False,20.2,52.53,22.73,,-7.1900671953505455,,-0.19781243152218,43.5,49.7,53.5,55.2,44.5,25.05,0.0,0.0,469.0
2025-07-31T11:32:54.097010,3.349852071005917,23.68976331360947,False,False,20.0,52.53,22.7,,-7.137602975552669,,-0.19781243152218,43.7,49.9,53.6,55.4,44.5,25.04,0.0,0.0,465.0
2025-07-31T11:32:55.102153,3.1720009832841694,23.689365781710915,False,False,20.2,52.52,22.71,,-7.137602975552669,,-0.19781243152218,43.2,49.4,53.1,54.9,44.5,25.02,0.0,0.0,462.0
2025-07-31T11:32:56.125121,3.089583333333333,23.69085294117647,False,False,20.2,52.52,22.7,,-7.137602975552669,,-0.19781243152218,42.6,48.7,52.4,54.1,44.5,25.02,0.0,0.0,459.0
2025-07-31T11:32:57.097573,3.3779255319148938,23.68922492401216,False,False,20.2,52.53,22.7,,-7.147356947621817,,-0.2227397637667748,44.4,50.7,54.5,56.4,44.5,25.0,0.0,0.0,461.0
2025-07-31T11:32:58.161392,2.977946127946128,23.68770202020202,False,False,20.2,52.52,22.7,,-7.503355315229152,,-0.39452882930517674,44.7,51.1,54.9,56.7,44.5,24.98,0.0,0.0,464.0
2025-07-31T11:32:59.102996,3.046816037735849,23.692295597484275,False,False,20.0,52.51,22.7,,-7.765461369796418,,-0.4821144375411607,44.4,50.7,54.5,56.4,44.51,24.96,0.0,0.0,467.0
2025-07-31T11:33:00.103317,3.150098039215686,23.69635294117647,False,False,20.0,52.52,22.68,,-7.6588968493092615,,-0.4821144375411607,43.8,50.1,53.8,55.6,44.51,24.93,0.0,0.0,470.0
2025-07-31T11:33:01.104740,3.2632743362831858,23.69193215339233,False,False,20.0,52.52,22.7,,-7.710746181068713,,-0.4821144375411607,43.5,49.7,53.5,55.2,44.51,24.91,0.0,0.0,473.0
2025-07-31T11:33:02.106256,3.2749381800197823,23.69091988130564,False,False,20.0,52.52,22.71,,-7.755727975356187,,-0.4821144375411607,43.5,49.7,53.5,55.2,44.51,24.86,0.0,0.0,476.0
2025-07-31T11:33:03.110896,3.1641053921568627,23.691058823529414,False,False,19.8,52.53,22.68,,-7.711259266732332,,-0.4821144375411607,43.1,49.2,52.9,54.7,44.51,24.82,0.0,0.0,479.0
2025-07-31T11:33:04.173364,3.271864261168385,23.690103092783506,False,False,20.0,52.53,22.7,,-7.435591250690626,,-0.4821144375411607,42.3,48.4,52.0,53.8,44.51,24.76,0.0,0.0,482.0
2025-07-31T11:33:05.108541,3.2086346960167713,23.691477987421383,False,False,20.0,52.54,22.7,,-7.217870140600944,,-0.4821144375411607,41.3,47.2,50.8,52.4,44.51,24.7,0.0,0.0,485.0
2025-07-31T11:33:06.116376,3.179641812865497,23.69220760233918,False,False,20.0,52.54,22.7,,-7.297330251575778,,-0.4821144375411607,41.0,46.9,50.4,52.1,44.52,24.62,0.0,0.0,486.0
2025-07-31T11:33:07.110599,3.187339268051434,23.69439169139466,False,False,20.0,52.53,22.7,,-7.312949828033627,,-0.4821144375411607,40.6,46.4,49.8,51.5,44.52,24.53,0.0,0.0,488.0
2025-07-31T11:33:08.114197,3.1927509746588694,23.692777777777778,False,False,19.8,52.54,22.68,,-7.384884851648534,,-0.4821144375411607,39.7,45.4,48.8,50.4,44.53,24.43,0.0,0.0,489.0
2025-07-31T11:33:09.112610,3.170758483033932,23.695314371257485,False,False,19.8,52.55,22.7,,-7.516395389624877,,-0.4821144375411607,38.5,44.0,47.3,48.9,44.54,24.33,0.0,0.0,491.0
2025-07-31T11:33:10.181298,3.314179755671902,23.68984293193717,False,False,19.8,52.54,22.7,,-7.825470086267883,,-0.43106655973987706,37.2,42.5,45.7,47.2,44.56,24.22,0.0,0.0,493.0
2025-07-31T11:33:11.114394,3.203068783068783,23.690984126984127,False,False,19.8,52.56,22.68,,-8.371177794669904,,-0.4106474086193636,36.5,41.7,44.8,46.3,44.58,24.1,0.0,0.0,493.0
2025-07-31T11:33:12.118423,3.3108111439842207,23.693313609467456,False,False,19.6,52.55,22.72,,-8.427015073131724,,-0.4106474086193636,36.2,41.3,44.4,45.9,44.62,23.98,0.0,0.0,494.0
2025-07-31T11:33:13.122570,3.291815476190476,23.691175595238096,False,False,19.6,52.57,22.71,,-8.390686230572113,,-0.4255897394975473,35.4,40.5,43.5,45.0,44.69,23.84,0.0,0.0,494.0
2025-07-31T11:33:14.119523,3.3620771144278607,23.691776119402984,False,False,19.6,52.56,22.7,,-8.390686230572113,,-0.46195581593247825,34.4,39.3,42.3,43.7,44.8,23.71,0.0,0.0,495.0
2025-07-31T11:33:15.121252,3.127900688298918,23.695368731563423,False,False,19.6,52.57,22.7,,-8.388282993461912,,-0.3899908493944705,33.2,38.0,40.8,42.2,44.99,23.59,0.0,0.0,496.0
2025-07-31T11:33:16.183084,3.3521484375,23.693411458333333,False,False,19.6,52.56,22.73,,-8.170747894864432,,-0.3754826721082205,32.8,37.5,40.3,41.6,45.26,23.46,0.0,0.0,496.0
2025-07-31T11:33:17.123058,3.2098726114649683,23.69254777070064,False,False,19.6,52.57,22.69,,-8.210509620236973,,-0.23765498788884556,32.3,37.0,39.7,41.0,45.58,23.35,0.0,0.0,496.0
2025-07-31T11:33:18.127684,3.1949378109452735,23.69023880597015,False,False,19.6,52.56,22.7,,-8.284432213988831,,-0.23957728506385606,31.3,35.8,38.5,39.7,45.93,23.24,0.0,0.0,496.0
2025-07-31T11:33:19.124234,3.073557692307692,23.69096153846154,False,False,19.6,52.59,22.7,,-8.353018656304762,,-0.3260806579393283,30.3,34.6,37.2,38.4,46.26,23.14,1.0,0.0,496.0
2025-07-31T11:33:20.127955,3.2385820895522386,23.691462686567164,False,False,19.6,52.59,22.68,,-8.399094286299306,,-0.3260806579393283,29.1,33.3,35.7,36.9,46.6,23.04,1.0,0.0,497.0
2025-07-31T11:33:21.130624,3.3047512437810944,23.69610447761194,False,False,19.6,52.57,22.7,,-8.448669198327751,,-0.3227927674469319,30.4,34.8,37.4,38.6,46.92,22.95,1.0,0.0,497.0
2025-07-31T11:33:22.190886,3.3097076788830715,23.693979057591623,False,False,19.4,52.59,22.7,,-8.464417292976437,,-0.280898613086816,30.6,34.9,37.6,38.8,47.24,22.86,2.0,0.0,497.0
2025-07-31T11:33:23.131413,3.042979635584137,23.69395498392283,False,False,19.4,52.56,22.7,,-8.712504521926686,,-0.28473926444417624,30.4,34.8,37.4,38.6,47.55,22.78,4.0,0.0,497.0
2025-07-31T11:33:24.136195,3.165497512437811,23.696671641791045,False,False,19.6,52.59,22.71,,-8.666238945330418,,-0.28473926444417624,30.3,34.6,37.2,38.4,47.86,22.7,6.0,0.0,497.0
2025-07-31T11:33:25.134012,3.180071924603175,23.692544642857143,False,False,19.6,52.61,22.73,,-8.70345889236216,,-0.28473926444417624,32.3,37.0,39.7,41.0,48.15,22.64,8.0,0.0,497.0
2025-07-31T11:33:26.137428,3.1425898203592815,23.6900748502994,False,False,19.6,52.59,22.7,,-8.70345889236216,,-0.28473926444417624,32.9,37.6,40.5,41.8,48.43,22.57,11.0,1.0,497.0
2025-07-31T11:33:27.135182,3.2659284284284285,23.6931981981982,False,False,19.4,52.58,22.7,,-8.707118645578412,,-0.28473926444417624,32.9,37.6,40.5,41.8,48.7,22.51,14.0,1.0,497.0
2025-07-31T11:33:28.227453,3.2568201754385964,23.69307894736842,False,False,19.4,52.59,22.68,,-8.936214395029914,,-0.38088652162264125,32.8,37.5,40.3,41.6,48.97,22.45,17.0,1.0,497.0
2025-07-31T11:33:29.133288,3.3327321029082775,23.69226510067114,False,False,19.4,52.61,22.72,,-8.767300113418488,,-0.403509405664633,32.6,37.3,40.1,41.4,49.23,22.41,21.0,1.0,497.0
2025-07-31T11:33:30.138124,3.0332203815261045,23.69308734939759,False,False,19.4,52.61,22.68,,-8.777769645926048,,-0.403509405664633,32.8,37.5,40.3,41.6,49.47,22.36,24.0,1.0,497.0
2025-07-31T11:33:31.140793,3.060673173173173,23.69228228228228,False,False,19.2,52.59,22.71,,-8.846376514544001,,-0.403509405664633,32.6,37.3,40.1,41.4,49.71,22.32,27.0,1.0,497.0
2025-07-31T11:33:32.143998,3.0013469284994962,23.692522658610272,False,False,19.2,52.6,22.69,,-8.88386430559423,,-0.39976271154458737,32.2,36.8,39.5,40.9,49.93,22.28,30.0,1.0,498.0
2025-07-31T11:33:33.206672,3.021993512974052,23.69501497005988,False,False,19.2,52.6,22.7,,-8.898632223280684,,-0.3173354409035833,31.3,35.8,38.5,39.7,50.34,22.21,36.0,1.0,499.0
2025-07-31T11:33:34.145654,3.1400568181818183,23.69207792207792,False,False,19.2,52.6,22.7,,-8.902761263085162,,-0.3173354409035833,31.3,35.8,38.5,39.7,50.34,22.21,36.0,1.0,499.0
2025-07-31T11:33:35.145232,3.0696464646464645,23.69398484848485,False,False,19.2,52.6,22.7,,-9.034868965781243,,-0.3416139884190979,31.5,35.9,38.6,39.9,50.54,22.18,39.0,1.0,498.0
2025-07-31T11:33:36.148035,3.140399096385542,23.693222891566265,False,False,19.2,52.61,22.7,,-9.00299761895477,,-0.37317610018926695,31.5,35.9,38.6,39.9,50.73,22.14,41.0,1.0,498.0
2025-07-31T11:33:37.147723,3.1215151515151516,23.69421212121212,False,False,19.2,52.61,22.7,,-9.00299761895477,,-0.37317610018926695,31.0,35.4,38.1,39.4,50.9,22.11,43.0,1.0,498.0
2025-07-31T11:33:38.152021,3.1395334331337326,23.691796407185628,False,False,19.2,52.61,22.7,,-9.00299761895477,,-0.39006847556534546,30.4,34.8,37.4,38.6,51.07,22.07,47.0,1.0,498.0
2025-07-31T11:33:39.190608,3.1710992907801416,23.69220744680851,False,False,19.2,52.63,22.7,,-9.377476771690816,,-0.5669081977076929,33.5,38.3,41.2,42.5,51.39,22.02,54.0,1.0,498.0
2025-07-31T11:33:40.154795,3.296375661375661,23.693301587301587,False,False,19.2,52.63,22.7,,-9.625985153054087,,-0.5864546905477287,33.5,38.3,41.2,42.5,51.39,22.02,54.0,1.0,498.0
2025-07-31T11:33:41.153429,3.0058333333333334,23.69283076923077,False,False,19.0,52.61,22.7,,-9.625985153054087,,-0.6613177058241747,34.1,39.0,41.9,43.3,51.69,21.96,57.0,1.0,499.0
2025-07-31T11:33:42.154615,3.1810966257668714,23.69179447852761,False,False,19.0,52.61,22.7,,-9.619328726631712,,-0.6664085067748071,33.8,38.6,41.5,42.9,51.82,21.94,59.0,1.0,500.0
2025-07-31T11:33:43.153647,3.095935270132518,23.693455657492354,False,False,19.0,52.64,22.68,,-9.438711986870256,,-0.7784061276887206,34.1,39.0,41.9,43.3,51.95,21.93,61.0,1.0,500.0
2025-07-31T11:33:44.219507,2.9523023023023023,23.689744744744743,False,False,19.0,52.61,22.7,,-9.545643613020356,,-0.7784061276887206,34.1,39.0,41.9,43.3,52.08,21.91,62.0,1.0,500.0
2025-07-31T11:33:45.156435,3.13417225950783,23.6921644295302,False,False,18.8,52.6,22.7,,-9.747914340644321,,-0.8156155923581303,34.0,38.8,41.7,43.1,52.2,21.89,63.0,1.0,500.0
2025-07-31T11:33:46.157481,3.039833333333333,23.691523076923076,False,False,18.8,52.62,22.71,,-9.88499836455492,,-0.8288189507892111,33.4,38.1,41.0,42.4,52.31,21.87,64.0,1.0,500.0
2025-07-31T11:33:47.162415,3.240294871794872,23.692446153846152,False,False,18.8,52.63,22.7,,-10.115275859951934,,-0.8788697493771558,33.2,38.0,40.8,42.2,52.41,21.86,64.0,1.0,500.0
2025-07-31T11:33:48.159656,3.320756880733945,23.694250764525993,False,False,19.0,52.64,22.69,,-10.267477634200489,,-0.8788697493771558,34.8,39.8,42.8,44.2,52.51,21.84,65.0,1.0,500.0
2025-07-31T11:33:49.265025,3.14375,23.691875,False,False,18.8,52.62,22.68,,-10.55450315176213,,-0.8831721997291135,35.1,40.2,43.2,44.6,52.61,21.83,66.0,1.0,500.0
2025-07-31T11:33:50.172182,3.0841785290628705,23.69391459074733,False,False,18.6,52.62,22.7,,-10.597588517204603,,-0.9434065046565221,35.1,40.2,43.2,44.6,52.7,21.82,66.0,1.0,500.0
2025-07-31T11:33:51.165123,3.169897435897436,23.695338461538462,False,False,18.6,52.63,22.7,,-10.591163398013652,,-0.9434065046565221,34.7,39.6,42.6,44.0,52.78,21.8,67.0,1.0,500.0
2025-07-31T11:33:52.172518,3.2018660531697343,23.69621165644172,False,False,18.8,52.66,22.7,,-10.492883465227452,,-0.9378224888344149,34.5,39.5,42.4,43.8,52.86,21.79,67.0,1.0,501.0
2025-07-31T11:33:53.169833,3.197196502057613,23.69564814814815,False,False,18.8,52.65,22.7,,-10.532657223712873,,-0.8596462673249133,36.0,41.2,44.2,45.7,52.94,21.77,67.0,1.0,501.0
2025-07-31T11:33:54.167191,2.9655056759545926,23.692430340557276,False,False,18.6,52.64,22.69,,-10.560489207638561,,-0.8763653326821669,36.2,41.3,44.4,45.9,53.01,21.76,68.0,1.0,501.0
2025-07-31T11:33:55.212683,3.1814244663382594,23.6906157635468,False,False,18.6,52.63,22.7,,-10.654458685187006,,-0.9320336615131811,36.0,41.2,44.2,45.7,53.08,21.75,68.0,1.0,501.0
2025-07-31T11:33:56.172481,3.2199059139784945,23.691612903225806,False,False,18.6,52.65,22.7,,-10.789794782546533,,-0.8671479896993125,35.4,40.5,43.5,45.0,53.15,21.73,68.0,1.0,501.0
2025-07-31T11:33:57.170954,3.4271216768916157,23.69351226993865,False,False,18.8,52.64,22.71,,-10.88690948052895,,-0.8671479896993125,35.4,40.5,43.5,45.0,53.22,21.73,68.0,1.0,501.0
2025-07-31T11:33:58.176242,3.126397435897436,23.696046153846154,False,False,18.8,52.64,22.71,,-10.765431648379293,,-0.8760962952977098,37.3,42.7,45.9,47.4,53.28,21.72,69.0,1.0,501.0
2025-07-31T11:33:59.177193,3.347408854166667,23.6953125,False,False,18.6,52.62,22.7,,-10.699856848962288,,-0.8123907054744601,37.8,43.2,46.4,48.0,53.33,21.71,70.0,1.0,501.0
2025-07-31T11:34:00.232450,3.21515737874097,23.694721362229103,False,False,18.6,52.63,22.71,,-10.570630009774579,,-0.8123907054744601,37.6,43.0,46.2,47.8,53.38,21.71,70.0,1.0,501.0
2025-07-31T11:34:01.177990,3.337346196868009,23.693557046979866,False,False,18.6,52.64,22.7,,-10.61985292512793,,-0.8060558962687279,37.2,42.5,45.7,47.2,53.43,21.7,71.0,1.0,502.0
2025-07-31T11:34:02.181226,3.225077399380805,23.692105263157895,False,False,18.6,52.65,22.71,,-10.788516865878028,,-0.6793597121540824,39.3,44.9,48.2,49.8,53.48,21.7,72.0,1.0,501.0
2025-07-31T11:34:03.181259,3.129231568016615,23.691308411214955,False,False,18.6,52.63,22.68,,-10.69742528262978,,-0.6793597121540824,39.7,45.4,48.8,50.4,53.53,21.7,72.0,1.0,501.0
2025-07-31T11:34:04.182581,3.1507383966244724,23.69370253164557,False,False,18.6,52.63,22.7,,-10.669230438266696,,-0.6838144267442485,40.0,45.7,49.1,50.8,53.57,21.7,73.0,1.0,501.0
2025-07-31T11:34:05.311913,3.259653209109731,23.692406832298136,False,False,18.6,52.64,22.69,,-10.807378043683249,,-0.7967219328211037,39.8,45.5,48.9,50.6,53.61,21.7,74.0,1.0,501.0
2025-07-31T11:34:06.183823,3.239020681265207,23.69240875912409,False,False,18.6,52.64,22.71,,-10.935105542467044,,-0.7800467061217502,39.4,45.0,48.4,50.0,53.64,21.7,75.0,1.0,501.0
2025-07-31T11:34:07.182635,3.1464733542319747,23.693056426332287,False,False,18.8,52.65,22.7,,-10.980611823052113,,-0.7800467061217502,41.2,47.0,50.6,52.3,53.67,21.7,76.0,1.0,501.0
2025-07-31T11:34:08.186401,3.175025720164609,23.695092592592594,False,False,18.8,52.66,22.73,,-10.986523096999724,,-0.7754550870403258,41.3,47.2,50.8,52.4,53.69,21.7,77.0,1.0,501.0
2025-07-31T11:34:09.188658,3.0341981132075473,23.693490566037735,False,False,18.6,52.65,22.7,,-11.067052458489602,,-0.7111724199003843,41.0,46.9,50.4,52.1,53.72,21.7,78.0,1.0,501.0
2025-07-31T11:34:10.188588,3.248338525441329,23.694844236760126,False,False,18.8,52.66,22.71,,-10.971228086092262,,-0.7111724199003843,40.3,46.0,49.5,51.1,53.74,21.7,80.0,1.0,501.0
2025-07-31T11:34:11.238809,3.0902846534653463,23.699851485148514,False,False,18.8,52.65,22.7,,-10.858400759114964,,-0.7197182992634549,40.0,45.7,49.1,50.8,53.76,21.7,83.0,1.0,501.0
2025-07-31T11:34:12.189235,3.243185618729097,23.694715719063545,False,False,18.6,52.66,22.7,,-10.630319120155933,,-0.7505140329961035,39.3,44.9,48.2,49.8,53.78,21.7,84.0,1.0,501.0
2025-07-31T11:34:13.193291,3.2759505208333333,23.693265625,False,False,18.6,52.65,22.7,,-10.51555704636753,,-0.8366589626647132,38.4,43.8,47.1,48.7,53.8,21.7,85.0,1.0,501.0
2025-07-31T11:34:14.189929,3.184966039707419,23.694043887147334,False,False,18.4,52.66,22.7,,-10.379075046525694,,-0.8366589626647132,37.2,42.5,45.7,47.2,53.81,21.7,86.0,1.0,501.0
2025-07-31T11:34:15.196051,3.161363636363636,23.692884012539185,False,False,18.4,52.66,22.68,,-10.538988451939233,,-0.8667196662223808,35.9,41.0,44.1,45.5,53.83,21.7,87.0,1.0,501.0
2025-07-31T11:34:16.251686,3.29296066252588,23.68888198757764,False,False,18.4,52.66,22.7,,-10.57089026836179,,-0.9344704478426439,35.4,40.5,43.5,45.0,53.84,21.7,87.0,1.0,501.0
2025-07-31T11:34:17.195752,3.2173120089786758,23.692912457912456,False,False,18.4,52.66,22.7,,-10.829231677812109,,-0.9403378885065324,34.2,39.1,42.1,43.5,53.85,21.7,88.0,1.0,501.0
2025-07-31T11:34:18.277173,3.1572029442691902,23.695299684542587,False,False,18.4,52.67,22.71,,-10.828347821193256,,-0.9403378885065324,32.9,37.6,40.5,41.8,53.86,21.7,88.0,1.0,502.0
2025-07-31T11:34:19.197449,3.0641782407407407,23.691024305555555,False,False,18.4,52.68,22.7,,-10.693920418358202,,-0.980660737466721,31.5,35.9,38.6,39.9,53.87,21.68,88.0,1.0,502.0
2025-07-31T11:34:20.198698,3.1902168234064785,23.693526645768024,False,False,18.4,52.67,22.7,,-10.755001111385587,,-0.9941016871201172,30.9,35.3,37.9,39.2,53.89,21.68,87.0,1.0,503.0
2025-07-31T11:34:21.201162,3.091168763102725,23.694685534591194,False,False,18.4,52.67,22.68,,-10.709304338702095,,-0.9892089739862702,30.4,34.8,37.4,38.6,53.9,21.68,87.0,1.0,503.0
2025-07-31T11:34:22.256833,3.2626576576576576,23.693675675675674,False,False,18.4,52.67,22.7,,-10.816222152980036,,-0.906401166600016,29.4,33.6,36.1,37.3,53.92,21.68,87.0,1.0,503.0
2025-07-31T11:34:23.204432,3.134633668903803,23.69260067114094,False,False,18.4,52.67,22.7,,-10.535369543150889,,-0.9717016954925698,28.2,32.2,34.7,35.8,53.93,21.68,87.0,1.0,503.0
2025-07-31T11:34:24.206450,3.0628164556962028,23.694556962025317,False,False,18.4,52.68,22.7,,-10.418862566436806,,-0.9742040952067336,26.9,30.7,33.0,34.1,53.94,21.69,87.0,1.0,503.0
2025-07-31T11:34:25.207689,3.1988170347003155,23.69358044164038,False,False,18.4,52.66,22.71,,-10.317464813554912,,-1.0111102426840994,26.2,29.9,32.1,33.2,53.95,21.7,87.0,1.0,503.0
2025-07-31T11:34:26.206630,3.1460209003215436,23.69475884244373,False,False,18.4,52.67,22.7,,-10.311270971863063,,-1.0245306599485962,27.0,30.9,33.2,34.3,53.95,21.7,86.0,1.0,503.0
2025-07-31T11:34:27.264018,3.1393619791666665,23.69346875,False,False,18.2,52.67,22.7,,-10.271516997546,,-1.0245306599485962,27.0,30.9,33.2,34.3,53.95,21.7,86.0,1.0,503.0
2025-07-31T11:34:28.209678,3.149546485260771,23.69297619047619,False,False,18.4,52.68,22.71,,-10.483904097245864,,-1.0245306599485962,26.7,30.6,32.9,33.9,53.95,21.71,87.0,1.0,503.0
2025-07-31T11:34:29.299542,3.190670859538784,23.69430817610063,False,False,18.4,52.68,22.7,,-10.49801270752885,,-1.0245306599485962,26.3,30.1,32.3,33.4,53.94,21.71,86.0,1.0,503.0
2025-07-31T11:34:30.211070,3.039745862884161,23.69290780141844,False,False,18.4,52.68,22.7,,-10.241129508266988,,-1.0859774707419922,26.2,29.9,32.1,33.2,53.94,21.72,85.0,1.0,503.0
2025-07-31T11:34:31.215007,3.0351495726495727,23.695352564102564,False,False,18.4,52.68,22.7,,-10.536292522862125,,-1.1982076681573879,27.6,31.6,33.9,35.1,53.93,21.71,85.0,1.0,503.0
2025-07-31T11:34:32.214369,3.178165064102564,23.690705128205128,False,False,18.2,52.68,22.71,,-10.399028368443043,,-1.1982076681573879,27.8,31.7,34.1,35.3,53.93,21.71,86.0,1.0,503.0
2025-07-31T11:34:33.274474,2.9456739526411657,23.695601092896176,False,False,18.4,52.67,22.7,,-9.901877048652654,,-1.1750621119165474,27.8,31.7,34.1,35.3,53.93,21.71,86.0,1.0,503.0
2025-07-31T11:34:34.219559,3.1131443298969073,23.693006872852234,False,False,18.4,52.68,22.7,,-9.887814331467252,,-1.0516191452987318,27.3,31.2,33.6,34.7,53.93,21.7,86.0,1.0,503.0
2025-07-31T11:34:35.219106,3.257852564102564,23.692852564102566,False,False,18.4,52.7,22.7,,-9.638123615734436,,-1.0516191452987318,41.9,47.9,51.5,53.2,53.93,21.7,86.0,1.0,502.0
2025-07-31T11:34:36.220298,3.345792748917749,23.69199675324675,False,False,18.2,52.68,22.7,,-9.633604150753154,,-1.0516191452987318,42.8,48.9,52.6,54.3,53.94,21.7,86.0,1.0,502.0
2025-07-31T11:34:37.219001,3.134588675213675,23.69480769230769,False,False,18.2,52.67,22.7,,-9.573423854380877,,-1.0516191452987318,36.2,41.3,44.4,45.9,53.94,21.7,87.0,1.0,501.0
2025-07-31T11:34:38.277306,3.0567975427350427,23.694919871794873,False,False,18.2,52.67,22.71,,-9.718803248358139,,-1.0516191452987318,28.1,32.1,34.5,35.6,53.95,21.7,87.0,1.0,501.0
2025-07-31T11:34:39.224413,3.205716723549488,23.692167235494882,False,False,18.2,52.68,22.7,,-9.691736536727337,,-1.0516191452987318,22.2,25.3,27.2,28.2,53.95,21.7,88.0,1.0,501.0
2025-07-31T11:34:40.316566,3.089150692225772,23.69314696485623,False,False,18.2,52.67,22.7,,-9.702036823460084,,-1.0516191452987318,29.2,33.4,35.9,37.1,53.96,21.71,89.0,1.0,501.0
